brand,machine_model,component_type,primary_part_number,alternate_part_numbers,product_name,compatible_models,serial_notes,chassis_mount_notes,supersession_notes,researched_vs_verified,publish_status,generated_component_url,component_page_in_sitemap,standalone_part_page_in_sitemap,generates_product_schema,generates_parts_slug
CAT,259D3,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-259d3,YES,YES,YES,YES
CAT,259D3,idler,348-9647,536-3552,CAT Cat 259B3 Idler - Triple Flange,"Cat 259B3, 259D, 259D3, 279C, 279D, 289C, 289D, 299C, 299D",,Triple Flange design,348-9647,verified,published,https://rubbertrackwholesale.com/idlers/cat-259d3,YES,YES,YES,YES
CAT,259DLRC,sprocket,304-1870,,CAT 239D / DR Drive Sprocket,"Cat 239D / DR, 249D, 249D3, 255, 259B3, 259D, 259D3, 239 DLRC, 249 DLRC, 259D3, 259DLRC, 265",,,304-1870,verified,published,https://rubbertrackwholesale.com/sprockets/cat-259dlrc,YES,YES,YES,YES
CAT,265,sprocket,304-1870,,CAT 239D / DR Drive Sprocket,"Cat 239D / DR, 249D, 249D3, 255, 259B3, 259D, 259D3, 239 DLRC, 249 DLRC, 259D3, 259DLRC, 265",,,304-1870,verified,published,https://rubbertrackwholesale.com/sprockets/cat-265,YES,YES,YES,YES
CAT,267B,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-267b,YES,YES,YES,YES
CAT,272B,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-272b,YES,YES,YES,YES
CAT,279,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-279,YES,YES,YES,YES
CAT,279C,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-279c,YES,YES,YES,YES
CAT,279C,idler,348-9647,536-3552,CAT Cat 259B3 Idler - Triple Flange,"Cat 259B3, 259D, 259D3, 279C, 279D, 289C, 289D, 299C, 299D",,Triple Flange design,348-9647,verified,published,https://rubbertrackwholesale.com/idlers/cat-279c,YES,YES,YES,YES
CAT,279C2,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-279c2,YES,YES,YES,YES
CAT,279C2,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-279c2,YES,YES,YES,YES
CAT,279D,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-279d,YES,YES,YES,YES
CAT,279D,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-279d,YES,YES,YES,YES
CAT,279D,idler,348-9647,536-3552,CAT Cat 259B3 Idler - Triple Flange,"Cat 259B3, 259D, 259D3, 279C, 279D, 289C, 289D, 299C, 299D",,Triple Flange design,348-9647,verified,published,https://rubbertrackwholesale.com/idlers/cat-279d,YES,YES,YES,YES
CAT,279D3,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-279d3,YES,YES,YES,YES
CAT,279D3,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-279d3,YES,YES,YES,YES
CAT,289C,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-289c,YES,YES,YES,YES
CAT,289C,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-289c,YES,YES,YES,YES
CAT,289C,idler,348-9647,536-3552,CAT Cat 259B3 Idler - Triple Flange,"Cat 259B3, 259D, 259D3, 279C, 279D, 289C, 289D, 299C, 299D",,Triple Flange design,348-9647,verified,published,https://rubbertrackwholesale.com/idlers/cat-289c,YES,YES,YES,YES
CAT,289C2,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-289c2,YES,YES,YES,YES
CAT,289C2,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-289c2,YES,YES,YES,YES
CAT,289D,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-289d,YES,YES,YES,YES
CAT,289D,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-289d,YES,YES,YES,YES
CAT,289D,idler,348-9647,536-3552,CAT Cat 259B3 Idler - Triple Flange,"Cat 259B3, 259D, 259D3, 279C, 279D, 289C, 289D, 299C, 299D",,Triple Flange design,348-9647,verified,published,https://rubbertrackwholesale.com/idlers/cat-289d,YES,YES,YES,YES
CAT,289D3,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-289d3,YES,YES,YES,YES
CAT,289D3,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-289d3,YES,YES,YES,YES
CAT,299C,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-299c,YES,YES,YES,YES
CAT,299C,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-299c,YES,YES,YES,YES
CAT,299C,idler,348-9647,536-3552,CAT Cat 259B3 Idler - Triple Flange,"Cat 259B3, 259D, 259D3, 279C, 279D, 289C, 289D, 299C, 299D",,Triple Flange design,348-9647,verified,published,https://rubbertrackwholesale.com/idlers/cat-299c,YES,YES,YES,YES
CAT,299D,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-299d,YES,YES,YES,YES
CAT,299D,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-299d,YES,YES,YES,YES
CAT,299D,idler,348-9647,536-3552,CAT Cat 259B3 Idler - Triple Flange,"Cat 259B3, 259D, 259D3, 279C, 279D, 289C, 289D, 299C, 299D",,Triple Flange design,348-9647,verified,published,https://rubbertrackwholesale.com/idlers/cat-299d,YES,YES,YES,YES
CAT,299D3,bottom-roller,304-1890,536-3549; 389-7624,CAT 259D Bottom Roller,"259D, 279D, 289D, 299D, 226B, 272B, 267B, 259B3, 259D3, 279, 279C2, 279D3, 289C, 289C2, 289D3, 299D3, 299C",,,304-1890,verified,published,https://rubbertrackwholesale.com/bottom-rollers/cat-299d3,YES,YES,YES,YES
CAT,299D3,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-299d3,YES,YES,YES,YES
CAT,299D3XE,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-299d3xe,YES,YES,YES,YES
CAT,299DR,sprocket,304-1916,,CAT 279C Drive Sprocket,"Cat 279C, 279C2, 279D, 279D3, 289C (specific to JMP serial break), 289C2, 289D, 289D3, 299C, 299D, 299DR, 299D3, 299D3 XE",289C specific to JMP serial break,,304-1916,verified,published,https://rubbertrackwholesale.com/sprockets/cat-299dr,YES,YES,YES,YES
CAT,300.9D,bottom-roller,372-5926,372-5926; 372-5958; 527-3878,Caterpillar 300.9D Bottom Roller 372-5926 / 527-3878,"Cat 300.9D S/N LJ2; Cat 300.9D VPS S/N TGP, DW2",RubberTrax states fitment is for the specified 300.9D serial breaks; verify serial before ordering.,Mini excavator bottom roller; includes installation hardware per RubberTrax text.,Original part number 372-5926 superseded by 527-3878; 372-5958 also listed.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-300-9d,YES,NO,NO,NO
CAT,301.4C,bottom-roller,381-3040,,CAT 381-3040 Bottom Roller,"Cat 301.4C, 301.7D, 301.7DCR, 302.2D",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-4c,YES,NO,NO,NO
CAT,301.5,bottom-roller,139-6261,232-4466,Caterpillar 301.5/301.6/301.8 Bottom Track Roller 139-6261,"Cat 301.5, 301.6, 301.6C, 301.8, 301.8C; Mitsubishi MM15",Lower serial numbers; Cat 301.5 up to 3YW13759. Higher serial ranges require 232-4466.,Mini excavator bottom roller; hardware not included.,"Related parts: sprocket 139-4304, idler 226-4049, bottom roller 232-4466.",researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-5,YES,NO,NO,NO
CAT,301.6,bottom-roller,139-6261,232-4466,Caterpillar 301.5/301.6/301.8 Bottom Track Roller 139-6261,"Cat 301.5, 301.6, 301.6C, 301.8, 301.8C; Mitsubishi MM15",Lower serial numbers; Cat 301.5 up to 3YW13759. Higher serial ranges require 232-4466.,Mini excavator bottom roller; hardware not included.,"Related parts: sprocket 139-4304, idler 226-4049, bottom roller 232-4466.",researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-6,YES,NO,NO,NO
CAT,301.6C,bottom-roller,139-6261,232-4466,Caterpillar 301.5/301.6/301.8 Bottom Track Roller 139-6261,"Cat 301.5, 301.6, 301.6C, 301.8, 301.8C; Mitsubishi MM15",Lower serial numbers; Cat 301.5 up to 3YW13759. Higher serial ranges require 232-4466.,Mini excavator bottom roller; hardware not included.,"Related parts: sprocket 139-4304, idler 226-4049, bottom roller 232-4466.",researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-6c,YES,NO,NO,NO
CAT,301.7D,bottom-roller,381-3040,,CAT 381-3040 Bottom Roller,"Cat 301.4C, 301.7D, 301.7DCR, 302.2D",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-7d,YES,NO,NO,NO
CAT,301.7DCR,bottom-roller,381-3040,,CAT 381-3040 Bottom Roller,"Cat 301.4C, 301.7D, 301.7DCR, 302.2D",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-7dcr,YES,NO,NO,NO
CAT,301.8,bottom-roller,139-6261,232-4466,Caterpillar 301.5/301.6/301.8 Bottom Track Roller 139-6261,"Cat 301.5, 301.6, 301.6C, 301.8, 301.8C; Mitsubishi MM15",Lower serial numbers; Cat 301.5 up to 3YW13759. Higher serial ranges require 232-4466.,Mini excavator bottom roller; hardware not included.,"Related parts: sprocket 139-4304, idler 226-4049, bottom roller 232-4466.",researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-8,YES,NO,NO,NO
CAT,301.8C,bottom-roller,139-6261,232-4466,Caterpillar 301.5/301.6/301.8 Bottom Track Roller 139-6261,"Cat 301.5, 301.6, 301.6C, 301.8, 301.8C; Mitsubishi MM15",Lower serial numbers; Cat 301.5 up to 3YW13759. Higher serial ranges require 232-4466.,Mini excavator bottom roller; hardware not included.,"Related parts: sprocket 139-4304, idler 226-4049, bottom roller 232-4466.",researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-301-8c,YES,NO,NO,NO
CAT,302.2D,bottom-roller,381-3040,,CAT 381-3040 Bottom Roller,"Cat 301.4C, 301.7D, 301.7DCR, 302.2D",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-302-2d,YES,NO,NO,NO
CAT,302.4D,bottom-roller,386-0791,,CAT 386-0791 Bottom Roller,"Cat 302.4D, 302.7DCR",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-302-4d,YES,NO,NO,NO
CAT,302.5,bottom-roller,185-7280,9078302,Cat 185-7280 Bottom Roller,"Cat 302.5, 303.5, 303CR, Mitsubishi MM25, MM35",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-302-5,YES,NO,NO,NO
CAT,302.5,bottom-roller,1857280,9078302,CAT 1857280 Bottom Roller,"Cat 302.5, 303.5, 303CR, Mitsubishi MM25, MM35",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-302-5,YES,NO,NO,NO
CAT,302.5C,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-302-5c,YES,NO,NO,NO
CAT,302.7DCR,bottom-roller,386-0791,,CAT 386-0791 Bottom Roller,"Cat 302.4D, 302.7DCR",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-302-7dcr,YES,NO,NO,NO
CAT,303.5,bottom-roller,185-7280,9078302,Cat 185-7280 Bottom Roller,"Cat 302.5, 303.5, 303CR, Mitsubishi MM25, MM35",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5,YES,NO,NO,NO
CAT,303.5,bottom-roller,1857280,9078302,CAT 1857280 Bottom Roller,"Cat 302.5, 303.5, 303CR, Mitsubishi MM25, MM35",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5,YES,NO,NO,NO
CAT,303.5C,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5c,YES,NO,NO,NO
CAT,303.5CCR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5ccr,YES,NO,NO,NO
CAT,303.5D,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5d,YES,NO,NO,NO
CAT,303.5DCR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5dcr,YES,NO,NO,NO
CAT,303.5E,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5e,YES,NO,NO,NO
CAT,303.5E2CR,bottom-roller,265-7674,422-0837,Cat 304C CR / 305C CR Bottom Roller 265-7674,"Caterpillar 304CCR, 305CCR, 305DCR, 305ECR, 305E2, 305E2CR, 305.5D, 305.5DCR, 305.5E, 305.5E2, 305.5ECR, 303.5E2CR, 305.5E2FB, 306E2FB",305E2CR S/N DJX/H5M; 305.5D S/N FLZ; 305.5E2 S/N EJX/CR5; 305.5E2FB S/N WE2; 306E2FB S/N E2W noted by RubberTrax.,Single flange center guide bottom roller; bolts to track frame with two bolts.,Superseded to 422-0837.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5e2cr,YES,NO,NO,NO
CAT,303.5E2CR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5e2cr,YES,NO,NO,NO
CAT,303.5ECR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303-5ecr,YES,NO,NO,NO
CAT,303CCR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303ccr,YES,NO,NO,NO
CAT,303CR,bottom-roller,185-7280,9078302,Cat 185-7280 Bottom Roller,"Cat 302.5, 303.5, 303CR, Mitsubishi MM25, MM35",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303cr,YES,NO,NO,NO
CAT,303CR,bottom-roller,1857280,9078302,CAT 1857280 Bottom Roller,"Cat 302.5, 303.5, 303CR, Mitsubishi MM25, MM35",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303cr,YES,NO,NO,NO
CAT,303ECR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-303ecr,YES,NO,NO,NO
CAT,304.5,bottom-roller,158-4765,340-8957; 333-5606,CAT 158-4765 Bottom Roller,"Cat 304.5, 305.5 Bottom Roller",,,,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-304-5,YES,NO,NO,NO
CAT,304CCR,bottom-roller,265-7674,422-0837,Cat 304C CR / 305C CR Bottom Roller 265-7674,"Caterpillar 304CCR, 305CCR, 305DCR, 305ECR, 305E2, 305E2CR, 305.5D, 305.5DCR, 305.5E, 305.5E2, 305.5ECR, 303.5E2CR, 305.5E2FB, 306E2FB",305E2CR S/N DJX/H5M; 305.5D S/N FLZ; 305.5E2 S/N EJX/CR5; 305.5E2FB S/N WE2; 306E2FB S/N E2W noted by RubberTrax.,Single flange center guide bottom roller; bolts to track frame with two bolts.,Superseded to 422-0837.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-304ccr,YES,NO,NO,NO
CAT,304CCR,bottom-roller,422-0837,265-7674,Cat 304C CR / 305C CR Bottom Roller 422-0837,Same page as 265-7674: Cat 304/305/305.5/306E2 family listed,See 265-7674 serial notes.,Single flange center guide bottom roller.,422-0837 is supersession from 265-7674.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-304ccr,YES,NO,NO,NO
CAT,304DCR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-304dcr,YES,NO,NO,NO
CAT,304E,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-304e,YES,NO,NO,NO
CAT,304E2CR,bottom-roller,266-8793,266-8793; 468-7455,Caterpillar 302.5C / 303CCR Bottom Roller 266-8793,"Cat 302.5C, 303CCR, 303ECR, 303.5C, 303.5CCR, 303.5D, 303.5DCR, 303.5E, 303.5ECR, 303.5E2CR, 304DCR, 304E, 304ECR, 304E2CR, 304.5E2 CR XTC",No specific serial break extracted from page text; verify by serial before ordering.,Center flange inside-guide bottom roller; bolts not included.,RubberTrax says 266-8793 is superseded by Cat dealer part number 468-7455.,researched,staged,https://rubbertrackwholesale.com/bottom-rollers/cat-304e2cr,YES,NO,NO,NO
